seed_a,seed_b,feature_a,best_cosine,source
42,43,215,0.2196863889694214,observed
42,43,216,0.21685974299907684,observed
42,43,217,0.8560893535614014,observed
42,43,218,0.20048965513706207,observed
42,43,219,0.22896993160247803,observed
42,43,220,0.2126878798007965,observed
42,43,221,0.18755939602851868,observed
42,43,222,0.21948720514774323,observed
42,43,223,0.18627259135246277,observed
42,43,224,0.19282273948192596,observed
42,43,225,0.1968534141778946,observed
42,43,226,0.27182236313819885,observed
42,43,227,0.3061169683933258,observed
42,43,228,0.23868350684642792,observed
42,43,229,0.21228930354118347,observed
42,43,230,0.2718693017959595,observed
42,43,231,0.22852762043476105,observed
42,43,232,0.25590139627456665,observed
42,43,233,0.25530490279197693,observed
42,43,234,0.18266978859901428,observed
42,43,235,0.19637787342071533,observed
42,43,236,0.24452278017997742,observed
42,43,237,0.20164979994297028,observed
42,43,238,0.19242165982723236,observed
42,43,239,0.20734544098377228,observed
42,43,240,0.18489785492420197,observed
42,43,241,0.20765464007854462,observed
42,43,242,0.22187075018882751,observed
42,43,243,0.19615057110786438,observed
42,43,244,0.22699156403541565,observed
42,43,245,0.2068961262702942,observed
42,43,246,0.2364635020494461,observed
42,43,247,0.252339631319046,observed
42,43,248,0.19547238945960999,observed
42,43,249,0.195821151137352,observed
42,43,250,0.22509290277957916,observed
42,43,251,0.2764716148376465,observed
42,43,252,0.19713135063648224,observed
42,43,253,0.22623272240161896,observed
42,43,254,0.2441394180059433,observed
42,43,255,0.21354740858078003,observed
42,43,256,0.21166831254959106,observed
42,43,257,0.20602616667747498,observed
42,43,258,0.21647170186042786,observed
42,43,259,0.23911406099796295,observed
42,43,260,0.20774096250534058,observed
42,43,261,0.24376988410949707,observed
42,43,262,0.2140670120716095,observed
42,43,263,0.21239173412322998,observed
42,43,264,0.2237926423549652,observed
42,43,265,0.208939790725708,observed
42,43,266,0.21748614311218262,observed
42,43,267,0.25413504242897034,observed
42,43,268,0.2392360419034958,observed
42,43,269,0.24541699886322021,observed
42,43,270,0.2191900610923767,observed
42,43,271,0.21057383716106415,observed
42,43,272,0.21152888238430023,observed
42,43,273,0.20906367897987366,observed
42,43,274,0.20660549402236938,observed
42,43,275,0.2297447919845581,observed
42,43,276,0.20240208506584167,observed
42,43,277,0.22727130353450775,observed
42,43,278,0.3407188653945923,observed
42,43,279,0.21313320100307465,observed
42,43,280,0.2079007774591446,observed
42,43,281,0.19379127025604248,observed
42,43,282,0.2792879045009613,observed
42,43,283,0.23601479828357697,observed
42,43,284,0.22453682124614716,observed
42,43,285,0.1698894500732422,observed
42,43,286,0.1973695456981659,observed
42,43,287,0.19705988466739655,observed
42,43,288,0.2935171127319336,observed
42,43,289,0.21530616283416748,observed
42,43,290,0.2004057765007019,observed
42,43,291,0.1854609102010727,observed
42,43,292,0.2297130674123764,observed
42,43,293,0.23760078847408295,observed
42,43,294,0.21731352806091309,observed
42,43,295,0.2725575566291809,observed
42,43,296,0.23468032479286194,observed
42,43,297,0.19939030706882477,observed
42,43,298,0.24698486924171448,observed
42,43,299,0.23553645610809326,observed
42,43,300,0.22639887034893036,observed
42,43,301,0.24175135791301727,observed
42,43,302,0.22576485574245453,observed
42,43,303,0.22577491402626038,observed
42,43,304,0.197862446308136,observed
42,43,305,0.22192364931106567,observed
42,43,306,0.21570543944835663,observed
42,43,307,0.19778652489185333,observed
42,43,308,0.21338148415088654,observed
42,43,309,0.3620094656944275,observed
42,43,310,0.18765263259410858,observed
42,43,311,0.25329646468162537,observed
42,43,312,0.22544710338115692,observed
42,43,313,0.20179662108421326,observed
42,43,314,0.22974973917007446,observed
42,43,315,0.217900350689888,observed
42,43,316,0.21473371982574463,observed
42,43,317,0.23391830921173096,observed
42,43,318,0.1881728619337082,observed
42,43,319,0.23469850420951843,observed
42,43,320,0.2087036520242691,observed
42,43,321,0.25298717617988586,observed
42,43,322,0.3534443974494934,observed
42,43,323,0.19366303086280823,observed
42,43,324,0.18701839447021484,observed
42,43,325,0.3130531311035156,observed
42,43,326,0.18132460117340088,observed
42,43,327,0.21646466851234436,observed
42,43,328,0.20684674382209778,observed
42,43,329,0.19774816930294037,observed
42,43,330,0.3791540265083313,observed
42,43,331,0.22096680104732513,observed
42,43,332,0.22663277387619019,observed
42,43,333,0.19845548272132874,observed
42,43,334,0.24619030952453613,observed
42,43,335,0.252678245306015,observed
42,43,336,0.18697279691696167,observed
42,43,337,0.2180926650762558,observed
42,43,338,0.23179946839809418,observed
42,43,339,0.19541148841381073,observed
42,43,340,0.21762417256832123,observed
42,43,341,0.19903486967086792,observed
42,43,342,0.27048981189727783,observed
42,43,343,0.26245343685150146,observed
42,43,344,0.23382540047168732,observed
42,43,345,0.22939936816692352,observed
42,43,346,0.4662003517150879,observed
42,43,347,0.19978390634059906,observed
42,43,348,0.21458859741687775,observed
42,43,349,0.20166043937206268,observed
42,43,350,0.19175322353839874,observed
42,43,351,0.19724251329898834,observed
42,43,352,0.2791886031627655,observed
42,43,353,0.7428537011146545,observed
42,43,354,0.8939167857170105,observed
42,43,355,0.20960883796215057,observed
42,43,356,0.24329639971256256,observed
42,43,357,0.1982671618461609,observed
42,43,358,0.21641874313354492,observed
42,43,359,0.23491942882537842,observed
42,43,360,0.40799763798713684,observed
42,43,361,0.2246638834476471,observed
42,43,362,0.21800237894058228,observed
42,43,363,0.35499852895736694,observed
42,43,364,0.2195742428302765,observed
42,43,365,0.22516946494579315,observed
42,43,366,0.24733132123947144,observed
42,43,367,0.17816773056983948,observed
42,43,368,0.2336178719997406,observed
42,43,369,0.1971098631620407,observed
42,43,370,0.2026241272687912,observed
42,43,371,0.21864119172096252,observed
42,43,372,0.20208825170993805,observed
42,43,373,0.20333881676197052,observed
42,43,374,0.21431398391723633,observed
42,43,375,0.24805448949337006,observed
42,43,376,0.18166442215442657,observed
42,43,377,0.22211289405822754,observed
42,43,378,0.2092389613389969,observed
42,43,379,0.22354523837566376,observed
42,43,380,0.2396554946899414,observed
42,43,381,0.3477040231227875,observed
42,43,382,0.20238420367240906,observed
42,43,383,0.2309768795967102,observed
42,43,384,0.1920740306377411,observed
42,43,385,0.18896988034248352,observed
42,43,386,0.25171002745628357,observed
42,43,387,0.8730969429016113,observed
42,43,388,0.22832922637462616,observed
42,43,389,0.19592109322547913,observed
42,43,390,0.19147145748138428,observed
42,43,391,0.2760925590991974,observed
42,43,392,0.22777999937534332,observed
42,43,393,0.20713496208190918,observed
42,43,394,0.20795081555843353,observed
42,43,395,0.21417048573493958,observed
42,43,396,0.22052067518234253,observed
42,43,397,0.20603999495506287,observed
42,43,398,0.2258591651916504,observed
42,43,399,0.23208199441432953,observed
42,43,400,0.2353830188512802,observed
42,43,401,0.24444636702537537,observed
42,43,402,0.20594914257526398,observed
42,43,403,0.18676918745040894,observed
42,43,404,0.2206132560968399,observed
42,43,405,0.22046296298503876,observed
42,43,406,0.21941334009170532,observed
42,43,407,0.23561713099479675,observed
42,43,408,0.22727210819721222,observed
42,43,409,0.20866501331329346,observed
42,43,410,0.20106454193592072,observed
42,43,411,0.22679568827152252,observed
42,43,412,0.20811407268047333,observed
42,43,413,0.22369743883609772,observed
42,43,414,0.23548662662506104,observed
42,43,415,0.260177880525589,observed
42,43,416,0.24025018513202667,observed
42,43,417,0.2042517066001892,observed
42,43,418,0.20358940958976746,observed
42,43,419,0.6643552184104919,observed
42,43,420,0.21629662811756134,observed
42,43,421,0.19354723393917084,observed
42,43,422,0.2587907314300537,observed
42,43,423,0.21935248374938965,observed
42,43,424,0.2021595984697342,observed
42,43,425,0.21257944405078888,observed
42,43,426,0.19289691746234894,observed
42,43,427,0.21434339880943298,observed
42,43,428,0.2011307179927826,observed
42,43,429,0.23826467990875244,observed
42,43,430,0.20782366394996643,observed
42,43,431,0.1946404129266739,observed
42,43,432,0.1943647861480713,observed
42,43,433,0.17856892943382263,observed
42,43,434,0.2014479786157608,observed
42,43,435,0.2317420393228531,observed
42,43,436,0.224960595369339,observed
42,43,437,0.20504355430603027,observed
42,43,438,0.2419353872537613,observed
42,43,439,0.2886124551296234,observed
42,43,440,0.22915112972259521,observed
42,43,441,0.9055327773094177,observed
42,43,442,0.6450539827346802,observed
42,43,443,0.1832047402858734,observed
42,43,444,0.192949578166008,observed
42,43,445,0.2592201232910156,observed
42,43,446,0.22118981182575226,observed
42,43,447,0.21325241029262543,observed
42,43,448,0.3054506778717041,observed
42,43,449,0.21653413772583008,observed
42,43,450,0.2249741554260254,observed
42,43,451,0.20087459683418274,observed
42,43,452,0.21257604658603668,observed
42,43,453,0.35455694794654846,observed
42,43,454,0.21578072011470795,observed
42,43,455,0.2003280222415924,observed
42,43,456,0.22691315412521362,observed
42,43,457,0.23712746798992157,observed
42,43,458,0.22320006787776947,observed
42,43,459,0.18107032775878906,observed
42,43,460,0.22531068325042725,observed
42,43,461,0.19407027959823608,observed
42,43,462,0.2175997495651245,observed
42,43,463,0.18621326982975006,observed
42,43,464,0.19672566652297974,observed
42,43,465,0.2672225832939148,observed
42,43,466,0.21532514691352844,observed
42,43,467,0.2110643982887268,observed
42,43,468,0.2772708237171173,observed
42,43,469,0.230703204870224,observed
42,43,470,0.3847333490848541,observed
42,43,471,0.2221248596906662,observed
42,43,472,0.23669880628585815,observed
42,43,473,0.22440625727176666,observed
42,43,474,0.1931857019662857,observed
42,43,475,0.21726444363594055,observed
42,43,476,0.22275030612945557,observed
42,43,477,0.2322978973388672,observed
42,43,478,0.20246784389019012,observed
42,43,479,0.20804522931575775,observed
42,43,480,0.18016844987869263,observed
42,43,481,0.2154472917318344,observed
42,43,482,0.2273818850517273,observed
42,43,483,0.33427175879478455,observed
42,43,484,0.21273386478424072,observed
42,43,485,0.19282811880111694,observed
42,43,486,0.23931093513965607,observed
42,43,487,0.19289100170135498,observed
42,43,488,0.19837737083435059,observed
42,43,489,0.20294171571731567,observed
42,43,490,0.22123035788536072,observed
42,43,491,0.17761725187301636,observed
42,43,492,0.18952448666095734,observed
42,43,493,0.27252286672592163,observed
42,43,494,0.2883411943912506,observed
42,43,495,0.22357068955898285,observed
42,43,496,0.24694129824638367,observed
42,43,497,0.23993384838104248,observed
42,43,498,0.2069547474384308,observed
42,43,499,0.210953950881958,observed
42,43,500,0.19797320663928986,observed
42,43,501,0.2426886111497879,observed
42,43,502,0.2000967264175415,observed
42,43,503,0.20775596797466278,observed
42,43,504,0.19352969527244568,observed
42,43,505,0.27992746233940125,observed
42,43,506,0.22538572549819946,observed
42,43,507,0.19401130080223083,observed
42,43,508,0.2442619353532791,observed
42,43,509,0.21889391541481018,observed
42,43,510,0.23412436246871948,observed
42,43,511,0.23466214537620544,observed
42,43,512,0.216344952583313,observed
42,43,513,0.1928136795759201,observed
42,43,514,0.23567938804626465,observed
42,43,515,0.20621486008167267,observed
42,43,516,0.1856294423341751,observed
42,43,517,0.26836836338043213,observed
42,43,518,0.21682114899158478,observed
42,43,519,0.21783597767353058,observed
42,43,520,0.24423737823963165,observed
42,43,521,0.23139016330242157,observed
42,43,522,0.23813490569591522,observed
42,43,523,0.23010322451591492,observed
42,43,524,0.2176501452922821,observed
42,43,525,0.21626031398773193,observed
42,43,526,0.20211413502693176,observed
42,43,527,0.2124612182378769,observed
42,43,528,0.42182138562202454,observed
42,43,529,0.4068659543991089,observed
42,43,530,0.21372921764850616,observed
42,43,531,0.21013781428337097,observed
42,43,532,0.21034947037696838,observed
42,43,533,0.20634517073631287,observed
42,43,534,0.19980302453041077,observed
42,43,535,0.22483162581920624,observed
42,43,536,0.2536466121673584,observed
42,43,537,0.19394297897815704,observed
42,43,538,0.7259666323661804,observed
42,43,539,0.28450798988342285,observed
42,43,540,0.19678454101085663,observed
42,43,541,0.20615331828594208,observed
42,43,542,0.19551698863506317,observed
42,43,543,0.2487211972475052,observed
42,43,544,0.2103041559457779,observed
42,43,545,0.2295701801776886,observed
42,43,546,0.21612557768821716,observed
42,43,547,0.26609864830970764,observed
42,43,548,0.22888094186782837,observed
42,43,549,0.22274814546108246,observed
42,43,550,0.2085905522108078,observed
42,43,551,0.2470569759607315,observed
42,43,552,0.23960530757904053,observed
42,43,553,0.1755487620830536,observed
42,43,554,0.2309097796678543,observed
42,43,555,0.2370542585849762,observed
42,43,556,0.18369348347187042,observed
42,43,557,0.8335649371147156,observed
42,43,558,0.21693646907806396,observed
42,43,559,0.22085440158843994,observed
42,43,560,0.24317097663879395,observed
42,43,561,0.2247365266084671,observed
42,43,562,0.1937505602836609,observed
42,43,563,0.20758117735385895,observed
42,43,564,0.22732849419116974,observed
42,43,565,0.2161906212568283,observed
42,43,566,0.22169212996959686,observed
42,43,567,0.22481751441955566,observed
42,43,568,0.22449615597724915,observed
42,43,569,0.28516921401023865,observed
42,43,570,0.2250063419342041,observed
42,43,571,0.22275659441947937,observed
42,43,572,0.25128158926963806,observed
42,43,573,0.22867965698242188,observed
42,43,574,0.24357078969478607,observed
42,43,575,0.23516544699668884,observed
42,43,576,0.2337736040353775,observed
42,43,577,0.18988578021526337,observed
42,43,578,0.2519649267196655,observed
42,43,579,0.22254900634288788,observed
42,43,580,0.5039199590682983,observed
42,43,581,0.2219775915145874,observed
42,43,582,0.17560718953609467,observed
42,43,583,0.21710538864135742,observed
42,43,584,0.18393388390541077,observed
42,43,585,0.18732839822769165,observed
42,43,586,0.21374034881591797,observed
42,43,587,0.2190171480178833,observed
42,43,588,0.20692114531993866,observed
42,43,589,0.21320833265781403,observed
42,43,590,0.2303134799003601,observed
42,43,591,0.2324342280626297,observed
42,43,592,0.24104134738445282,observed
42,43,593,0.5183566212654114,observed
42,43,594,0.19711458683013916,observed
42,43,595,0.2348814308643341,observed
42,43,596,0.24246634542942047,observed
42,43,597,0.17877879738807678,observed
42,43,598,0.24899286031723022,observed
42,43,599,0.2578665614128113,observed
42,43,600,0.20991072058677673,observed
42,43,601,0.21944773197174072,observed
42,43,602,0.202094167470932,observed
42,43,603,0.2139308601617813,observed
42,43,604,0.1896078884601593,observed
42,43,605,0.35912245512008667,observed
42,43,606,0.21131353080272675,observed
42,43,607,0.21378792822360992,observed
42,43,608,0.49715977907180786,observed
42,43,609,0.2156076431274414,observed
42,43,610,0.18954098224639893,observed
42,43,611,0.1990569680929184,observed
42,43,612,0.22577057778835297,observed
42,43,613,0.20283955335617065,observed
42,43,614,0.1869744062423706,observed
42,43,615,0.19726471602916718,observed
42,43,616,0.1964724212884903,observed
42,43,617,0.26162251830101013,observed
42,43,618,0.1983020156621933,observed
42,43,619,0.20222847163677216,observed
42,43,620,0.20895056426525116,observed
42,43,621,0.20036065578460693,observed
42,43,622,0.19673174619674683,observed
42,43,623,0.23708732426166534,observed
42,43,624,0.24796800315380096,observed
42,43,625,0.24128533899784088,observed
42,43,626,0.17399422824382782,observed
42,43,627,0.20518049597740173,observed
42,43,628,0.19724012911319733,observed
42,43,629,0.24870078265666962,observed
42,43,630,0.1885949671268463,observed
42,43,631,0.23138819634914398,observed
42,43,632,0.41480180621147156,observed
42,43,633,0.20832571387290955,observed
42,43,634,0.19321149587631226,observed
42,43,635,0.2270931750535965,observed
42,43,636,0.20142602920532227,observed
42,43,637,0.3933326303958893,observed
42,43,638,0.23581406474113464,observed
42,43,639,0.2032860666513443,observed
42,43,640,0.20406463742256165,observed
42,43,641,0.19272419810295105,observed
42,43,642,0.5876549482345581,observed
42,43,643,0.2507772147655487,observed
42,43,644,0.23686426877975464,observed
42,43,645,0.20919030904769897,observed
42,43,646,0.2642572224140167,observed
42,43,647,0.2621951699256897,observed
42,43,648,0.2085149586200714,observed
42,43,649,0.22504472732543945,observed
42,43,650,0.21182869374752045,observed
42,43,651,0.22177885472774506,observed
42,43,652,0.22356538474559784,observed
42,43,653,0.20436815917491913,observed
42,43,654,0.18952025473117828,observed
42,43,655,0.2749117612838745,observed
42,43,656,0.2020817995071411,observed
42,43,657,0.23410004377365112,observed
42,43,658,0.2101089209318161,observed
42,43,659,0.23453137278556824,observed
42,43,660,0.214388906955719,observed
42,43,661,0.20023980736732483,observed
42,43,662,0.19783493876457214,observed
42,43,663,0.22752544283866882,observed
42,43,664,0.18518435955047607,observed
42,43,665,0.2097981870174408,observed
42,43,666,0.25131452083587646,observed
42,43,667,0.2099098116159439,observed
42,43,668,0.2069900631904602,observed
42,43,669,0.21110986173152924,observed
42,43,670,0.22665219008922577,observed
42,43,671,0.2348514050245285,observed
42,43,672,0.20197494328022003,observed
42,43,673,0.18797911703586578,observed
42,43,674,0.21584060788154602,observed
42,43,675,0.20698150992393494,observed
42,43,676,0.19300097227096558,observed
42,43,677,0.20434632897377014,observed
42,43,678,0.19166815280914307,observed
42,43,679,0.19334454834461212,observed
42,43,680,0.24516211450099945,observed
42,43,681,0.2196487933397293,observed
42,43,682,0.21530500054359436,observed
42,43,683,0.24309813976287842,observed
42,43,684,0.2238810658454895,observed
42,43,685,0.21970660984516144,observed
42,43,686,0.20011009275913239,observed
42,43,687,0.1995929479598999,observed
42,43,688,0.2490968555212021,observed
42,43,689,0.22601085901260376,observed
42,43,690,0.2103012353181839,observed
42,43,691,0.2936989367008209,observed
42,43,692,0.38957664370536804,observed
42,43,693,0.22593489289283752,observed
42,43,694,0.18391543626785278,observed
42,43,695,0.21786880493164062,observed
42,43,696,0.2240074872970581,observed
42,43,697,0.20823651552200317,observed
42,43,698,0.28295132517814636,observed
42,43,699,0.21065126359462738,observed
42,43,700,0.21318623423576355,observed
42,43,701,0.2116568386554718,observed
42,43,702,0.21996739506721497,observed
42,43,703,0.3637782633304596,observed
42,43,704,0.19882266223430634,observed
42,43,705,0.2435484230518341,observed
42,43,706,0.18789514899253845,observed
42,43,707,0.21213018894195557,observed
42,43,708,0.22851188480854034,observed
42,43,709,0.21368257701396942,observed
42,43,710,0.19957256317138672,observed
42,43,711,0.1998249739408493,observed
42,43,712,0.23550653457641602,observed
42,43,713,0.20326967537403107,observed
42,43,714,0.22130122780799866,observed
42,43,715,0.2573207914829254,observed
42,43,716,0.19350773096084595,observed
42,43,717,0.20532958209514618,observed
42,43,718,0.2087358981370926,observed
42,43,719,0.47096583247184753,observed
42,43,720,0.21711769700050354,observed
42,43,721,0.23605884611606598,observed
42,43,722,0.19181586802005768,observed
42,43,723,0.25986188650131226,observed
42,43,724,0.21563713252544403,observed
42,43,725,0.3180011212825775,observed
42,43,726,0.2041885256767273,observed
42,43,727,0.18341012299060822,observed
42,43,728,0.2168131023645401,observed
42,43,729,0.1908591091632843,observed
42,43,730,0.19647791981697083,observed
42,43,731,0.2157377153635025,observed
42,43,732,0.2238519787788391,observed
42,43,733,0.20929396152496338,observed
42,43,734,0.21822446584701538,observed
42,43,735,0.20815421640872955,observed
42,43,736,0.22169563174247742,observed
42,43,737,0.1819867193698883,observed
42,43,738,0.20530478656291962,observed
42,43,739,0.1914728283882141,observed
42,43,740,0.19984303414821625,observed
42,43,741,0.5523054003715515,observed
42,43,742,0.22777153551578522,observed
42,43,743,0.20009709894657135,observed
42,43,744,0.19104605913162231,observed
42,43,745,0.21293573081493378,observed
42,43,746,0.1889493763446808,observed
42,43,747,0.18446268141269684,observed
42,43,748,0.5095317363739014,observed
42,43,749,0.18672771751880646,observed
42,43,750,0.2245260328054428,observed
42,43,751,0.2516374886035919,observed
42,43,752,0.18007035553455353,observed
42,43,753,0.27046626806259155,observed
42,43,754,0.22283349931240082,observed
42,43,755,0.20629377663135529,observed
42,43,756,0.24137137830257416,observed
42,43,757,0.22140273451805115,observed
42,43,758,0.2198551595211029,observed
42,43,759,0.19048209488391876,observed
42,43,760,0.2251080572605133,observed
42,43,761,0.2103549838066101,observed
42,43,762,0.20070227980613708,observed
42,43,763,0.23788613080978394,observed
42,43,764,0.17831732332706451,observed
42,43,765,0.24403075873851776,observed
42,43,766,0.22781769931316376,observed
42,43,767,0.19468624889850616,observed
42,43,768,0.21140077710151672,observed
42,43,769,0.31596076488494873,observed
42,43,770,0.20371471345424652,observed
42,43,771,0.19270236790180206,observed
42,43,772,0.2008463442325592,observed
42,43,773,0.2119225114583969,observed
42,43,774,0.19281888008117676,observed
42,43,775,0.21184051036834717,observed
